"Facility ID","Facility Name",Address,City/Town,State,"ZIP Code",County/Parish,"Telephone Number","Hospital Type","Hospital Ownership","Emergency Services","Meets criteria for birthing friendly designation","Hospital overall rating","Hospital overall rating footnote","MORT Group Measure Count","Count of Facility MORT Measures","Count of MORT Measures Better","Count of MORT Measures No Different","Count of MORT Measures Worse","MORT Group Footnote","Safety Group Measure Count","Count of Facility Safety Measures","Count of Safety Measures Better","Count of Safety Measures No Different","Count of Safety Measures Worse","Safety Group Footnote","READM Group Measure Count","Count of Facility READM Measures","Count of READM Measures Better","Count of READM Measures No Different","Count of READM Measures Worse","READM Group Footnote","Pt Exp Group Measure Count","Count of Facility Pt Exp Measures","Pt Exp Group Footnote","TE Group Measure Count","Count of Facility TE Measures","TE Group Footnote"
394026,"TORRANCE STATE HOSPITAL","121 LONGVIEW DRIVE",TORRANCE,PA,15779,WESTMORELAND,"(724) 459-8000",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394027,"FAIRMOUNT BEHAVIORAL HEALTH SYSTEM","561 FAIRTHORNE AVENUE",PHILADELPHIA,PA,19128,PHILADELPHIA,"(215) 487-4000",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394033,"MONTGOMERY COUNTY EMERGENCY SERVICE","50 BEECH DRIVE",NORRISTOWN,PA,19403,MONTGOMERY,"(610) 279-6100",Psychiatric,"Voluntary non-profit - Private",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394034,"HORSHAM CLINIC","722 EAST BUTLER PIKE",AMBLER,PA,19002,MONTGOMERY,"(215) 643-7800",Psychiatric,Proprietary,Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394038,"FOUNDATIONS BEHAVIORAL HEALTH","833 EAST BUTLER AVE",DOYLESTOWN,PA,18901,BUCKS,"(215) 345-0444",Psychiatric,"Voluntary non-profit - Private",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394040,"MEADOWS PSYCHIATRIC CENTER","132 MEADOWS DRIVE","CENTRE HALL",PA,16828,CENTRE,"(814) 364-2161",Psychiatric,Proprietary,Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394043,"CLARION PSYCHIATRIC CENTER","TWO HOSPITAL DR RD#3 BOX 188",CLARION,PA,16214,CLARION,"(814) 226-9545",Psychiatric,Proprietary,Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394049,"BROOKE GLEN BEHAVIORAL HOSPITAL","7170 LAFAYETTE AVENUE","FORT WASHINGTON",PA,19034,MONTGOMERY,"(215) 641-5300",Psychiatric,"Voluntary non-profit - Private",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394050,"ROXBURY TREATMENT CENTER","601 ROXBURY ROAD",SHIPPENSBURG,PA,17257,CUMBERLAND,"(717) 532-4217",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394051,"PENNSYLVANIA PSYCHIATRIC INSTITUTE","2501 NORTH THIRD STREET",HARRISBURG,PA,17110,DAUPHIN,"(717) 782-4742",Psychiatric,Proprietary,Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394052,"HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA","145 NORTH 6TH STREET",READING,PA,19601,BERKS,"(610) 406-4340",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394053,"HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA","3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129,PHILADELPHIA,"(215) 475-3400",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394055,"LANCASTER BEHAVIORAL HEALTH HOSPITAL","333 HARRISBURG AVENUE",LANCASTER,PA,17603,LANCASTER,"(717) 740-4100",Psychiatric,"Voluntary non-profit - Other",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394056,"TOWER BEHAVIORAL HEALTH","201 WELLNESS WAY",READING,PA,19605,BERKS,"(484) 659-2300",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394057,"MALVERN BEHAVIORAL HEALTH","1930 SOUTH BROAD STREET",PHILADELPHIA,PA,19145,PHILADELPHIA,"(610) 647-0330",Psychiatric,"Voluntary non-profit - Other",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394058,"BERWICK HOSPITAL CENTER","701 EAST 16TH STREET",BERWICK,PA,18603,COLUMBIA,"(570) 759-5000",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394059,"GEISINGER BEHAVIORAL HEALTH CENTER NORTHEAST","60 GLENMAURA NATIONAL BOULEVARD",MOOSIC,PA,18507,LACKAWANNA,"(570) 301-5000",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
